cliente;loja;valor
12757;184;50.52
12757;184;48.60
12757;184;36.25
12757;184;11.04
12757;184;68.00
12757;184;60.64
12757;184;36.25
12757;184;94.20
12757;184;36.25
12757;184;66.75
12757;184;52.75
12757;184;59.20
12757;184;39.28
14404;184;24.00
14404;184;25.96
14404;184;66.80
14404;184;39.75
14404;184;14.50
14404;184;98.16
14404;184;22.50
14404;184;60.70
14404;184;29.75
14404;184;47.00
14404;184;49.92
14404;184;46.00
14404;184;19.00
14404;184;58.76
14716;184;80.50
14716;184;16.42
14716;184;55.26
14716;184;7.00
14716;184;84.50
14716;184;41.50
14716;184;57.06
14716;184;19.25
14716;184;45.50
14716;184;22.00
14716;184;50.00
14716;184;30.50
14716;184;36.50
14716;184;0.00
14716;184;38.82
14716;184;71.50
14716;184;15.25
14716;184;28.00
14908;184;20.00
14908;184;23.04
14908;184;20.00
14908;184;44.50
14908;184;31.00
14908;184;37.00
14908;184;21.60
14908;184;24.00
14908;184;43.00
14908;184;29.50
14908;184;70.31
14908;184;42.50
14908;184;21.50
14908;184;47.00
14908;184;17.00
14908;184;44.00
14908;184;14.88
14908;184;22.00
14908;184;40.50
14908;184;13.44
14908;184;20.00
14908;184;19.00
14908;184;36.50
14908;184;41.00
14908;184;27.00
14908;184;45.00
14908;184;18.50
25151;184;42.00
25151;184;2.00
25151;184;56.50
25151;184;33.50
25151;184;29.50
25151;184;20.00
25151;184;21.25
25151;184;20.00
25151;184;25.50
25151;184;45.50
25151;184;10.00
25151;184;96.25
25151;184;0.10
25151;184;6.00
25151;184;192.50
25151;184;6.00
25856;184;21.75
25856;184;20.75
25856;184;20.75
25856;184;26.00
25856;184;33.75
25856;184;23.75
25856;184;54.50
25856;184;49.00
25856;184;31.50
25856;184;29.00
33336;184;15.50
33336;184;14.75
33336;184;13.75
33336;184;17.50
33336;184;17.75
33336;184;12.75
33336;184;12.00
33336;184;26.25
33336;184;20.00
33336;184;14.75
33336;184;46.50
126135;210;99.98
126135;210;209.80
126135;210;79.99
126135;210;79.98
126135;210;169.97
126135;210;39.99
126135;210;109.98
126135;210;259.97
126135;210;59.99
126135;210;89.00
128031;210;279.95
128031;210;119.97
128031;210;159.97
128031;210;329.95
128031;210;119.99
128031;210;179.98
128031;210;209.97
128031;210;586.44
128031;210;119.99
128031;210;89.99
128031;210;359.95
128031;210;249.95
128031;210;399.93
128031;210;39.99
128031;210;339.96
128031;210;586.44
128031;210;529.92
128274;210;89.99
128274;210;249.96
128274;210;459.95
128274;210;489.94
128274;210;149.98
128274;210;219.97
128274;210;259.95
128274;210;489.94
128274;210;441.93
128274;210;24.99
128274;210;119.99
128274;210;179.97
128274;210;279.94
128274;210;129.98
128274;210;299.95
46948;218;61.40
46948;218;14.32
46948;218;5.19
46948;218;25.25
46948;218;10.32
46948;218;27.92
46948;218;29.74
46948;218;27.92
46948;218;30.32
46948;218;14.87
46948;218;14.87
49466;218;212.52
49466;218;332.97
49466;218;237.82
49466;218;234.52
49466;218;359.15
49466;218;320.87
49466;218;251.79
49466;218;238.81
49466;218;89.87
49466;218;230.01
49466;218;200.42
49466;218;488.73
49466;218;248.60
49466;218;318.34
49466;218;251.90
49466;218;223.52
49466;218;117.04
49466;218;304.48
49466;218;248.60
49466;218;182.93
49466;218;210.21
49466;218;306.13
49466;218;238.92
49466;218;200.42
49466;218;399.63
49466;218;243.32
49466;218;224.51
49466;218;264.99
49466;218;202.84
49466;218;209.44
49466;218;136.95
49466;218;217.80
49466;218;490.27
49466;218;200.20
49466;218;327.69
49466;218;208.01
49466;218;214.94
49466;218;138.16
49466;218;237.82
49466;218;450.12
49653;218;138.82
49653;218;149.93
49653;218;117.04
49653;218;115.06
49653;218;141.24
49653;218;123.09
49653;218;124.96
49653;218;178.09
49653;218;162.25
49653;218;362.12
49653;218;103.62
49653;218;240.79
49653;218;119.35
49653;218;174.02
49653;218;369.82
49653;218;145.42
49653;218;220.99
49653;218;177.54
49653;218;151.14
49653;218;211.64
49653;218;159.28
49653;218;118.17
49653;218;163.13
49653;218;195.91
49653;218;225.83
49653;218;133.54
49653;218;212.74
49653;218;263.89
49653;218;316.03
49653;218;137.06
44868;225;57.00
44868;225;54.00
44868;225;104.00
44868;225;52.00
44868;225;52.00
44868;225;54.00
44868;225;57.00
44868;225;38.00
44868;225;52.00
44868;225;52.00
44868;225;54.00
44868;225;47.00
44868;225;52.00
44868;225;83.00
44868;225;109.00
44868;225;54.00
44868;225;119.00
44868;225;57.00
44868;225;104.00
44868;225;52.00
44868;225;57.00
44868;225;38.00
44868;225;57.00
44868;225;47.00
44868;225;52.00
44868;225;104.00
44868;225;137.80
44868;225;57.00
44868;225;54.00
44868;225;52.00
44868;225;52.00
44868;225;38.00
44868;225;119.00
44868;225;85.00
44868;225;106.00
16960;228;20.20
16960;228;17.90
16960;228;16.50
16960;228;18.90
16960;228;16.50
16960;228;19.90
16960;228;55.30
16960;228;35.80
16960;228;25.20
16960;228;17.50
16960;228;16.50
16960;228;35.00
16960;228;19.90
16960;228;45.00
16960;228;18.90
16960;228;21.90
16960;228;27.10
16960;228;11.90
16960;228;27.10
16960;228;25.10
16960;228;42.90
16960;228;17.50
16960;228;31.80
16960;228;70.30
16960;228;21.00
16960;228;18.90
16960;228;25.40
16960;228;17.90
16960;228;25.40
16960;228;99.90
16960;228;25.40
16960;228;17.90
16960;228;25.40
16960;228;18.90
16960;228;16.50
16960;228;37.40
16960;228;27.10
16960;228;49.90
16960;228;31.80
16960;228;49.90
16960;228;27.10
16960;228;31.80
16960;228;17.90
16960;228;18.90
16960;228;19.90
16960;228;51.80
16960;228;42.80
16960;228;51.80
16960;228;31.80
16960;228;31.80
16960;228;24.90
16960;228;19.90
16960;228;16.50
16960;228;63.60
16960;228;27.10
16960;228;27.10
16960;228;32.00
16960;228;31.80
16960;228;18.90
16960;228;17.90
16960;228;34.90
16960;228;18.90
16960;228;33.00
16960;228;24.90
16960;228;27.10
16960;228;16.50
16960;228;31.40
16960;228;45.80
16960;228;45.00
16960;228;31.80
16960;228;39.80
16960;228;40.80
16960;228;63.60
16960;228;27.10
16960;228;17.90
20807;228;16.50
20807;228;16.50
20807;228;22.40
20807;228;22.40
20807;228;27.90
20807;228;28.30
20807;228;27.90
20807;228;27.90
20807;228;39.80
20807;228;68.30
20807;228;34.20
20807;228;46.70
20807;228;32.20
20807;228;26.90
20807;228;12.80
20807;228;55.80
20807;228;16.50
24116;228;18.90
24116;228;17.90
24116;228;18.90
24116;228;17.90
24116;228;17.90
24116;228;17.90
24116;228;18.90
24116;228;20.90
24116;228;50.70
24116;228;45.90
24116;228;17.90
24116;228;17.90
24116;228;31.80
24116;228;17.90
24116;228;31.80
24116;228;21.90
24116;228;22.70
24116;228;20.90
24116;228;21.90
24116;228;21.90
24116;228;49.90
24116;228;18.90
24116;228;17.90
24116;228;40.80
24116;228;19.90
24116;228;17.90
24116;228;53.90
24116;228;17.90
24116;228;17.90
24116;228;63.60
24116;228;18.90
24116;228;17.90
24116;228;17.90
24116;228;17.90
24116;228;17.90
24116;228;20.90
24116;228;3.00
24116;228;17.90
19245;231;18.50
19245;231;18.00
19245;231;13.00
19245;231;24.00
19245;231;70.00
19245;231;27.00
19245;231;28.60
19245;231;46.00
19245;231;38.90
19245;231;25.00
25314;236;30.90
25314;236;34.30
25314;236;20.00
25314;236;11.90
25314;236;34.00
25314;236;34.30
25314;236;58.00
25314;236;29.60
25314;236;20.00
25314;236;27.40
25314;236;19.80
25314;236;23.50
25314;236;58.20
25314;236;39.00
25314;236;43.30
25314;236;33.50
32241;236;25.50
32241;236;22.85
32241;236;25.95
32241;236;34.95
32241;236;36.00
32241;236;29.50
32241;236;31.00
32241;236;30.90
32241;236;20.00
32241;236;27.50
32241;236;10.95
32241;236;26.70
32241;236;76.00
132759;236;24.40
132759;236;20.50
132759;236;9.80
132759;236;27.70
132759;236;20.50
132759;236;22.20
132759;236;25.40
132759;236;30.50
132759;236;20.50
132759;236;22.30
132759;236;20.50
132759;236;22.30
132759;236;25.40
132759;236;22.30
132759;236;20.50
132759;236;17.40
132759;236;9.80
132759;236;25.40
23145;238;6.90
23145;238;31.80
23145;238;6.90
23145;238;16.80
23145;238;27.50
23145;238;16.80
23145;238;25.00
23145;238;9.90
23145;238;13.90
23145;238;18.90
23145;238;6.90
23145;238;23.70
23145;238;6.90
128041;239;79.99
128041;239;69.99
128041;239;39.99
128041;239;99.99
128041;239;189.94
128041;239;129.97
128041;239;149.99
128041;239;79.99
128041;239;89.99
128041;239;209.98
128041;239;139.98
128041;239;89.99
128041;239;189.94
128041;239;129.98
128041;239;129.97
128041;239;39.99
128041;239;69.99
25343;240;82.20
25343;240;11.05
25343;240;17.65
25343;240;8.50
25343;240;17.00
25343;240;89.80
25343;240;32.90
25343;240;32.90
25343;240;10.10
25343;240;12.50
25343;240;7.25
25343;240;82.20
25343;240;12.50
46948;241;10.50
46948;241;4.50
46948;241;9.60
46948;241;10.50
46948;241;10.50
46948;241;4.80
46948;241;29.10
46948;241;4.80
46948;241;10.50
46948;241;9.30
46948;241;4.50
46948;241;4.80
46948;241;4.80
46948;241;4.80
46948;241;15.30
46948;241;4.80
46948;241;9.30
46948;241;9.30
46948;241;4.80
46948;241;10.50
46948;241;4.80
46948;241;15.70
46948;241;9.30
46948;241;4.80
46948;241;4.80
46948;241;4.81
46948;241;4.81
46948;241;4.50
46948;241;4.80
22295;242;35.80
22295;242;26.90
22295;242;30.30
22295;242;42.30
22295;242;59.20
22295;242;36.80
22295;242;63.70
22295;242;23.40
22295;242;43.20
22295;242;35.40
22295;242;50.80
22295;242;44.30
22295;242;40.20
22295;242;29.60
22295;242;40.20
22295;242;17.40
22295;242;39.20
22295;242;37.60
22295;242;28.50
22295;242;21.00
22295;242;31.90
22295;242;21.70
22295;242;15.00
22295;242;42.30
22295;242;19.00
22295;242;37.80
22295;242;16.40
22295;242;24.90
19245;245;25.87
19245;245;-0.10
19245;245;-0.01
19245;245;36.36
19245;245;0.01
19245;245;152.47
19245;245;212.73
19245;245;0.10
19245;245;0.01
19245;245;24.49
19245;245;39.55
19245;245;48.94
19245;245;61.19
19245;245;-0.01
19245;245;-0.01
19245;245;141.32
19245;245;99.96
19245;245;9.76
19245;245;0.01
19245;245;66.47
19245;245;62.49
19245;245;65.99
19245;245;100.78
19245;245;0.01
19245;245;197.35
19245;245;66.48
19245;245;102.88
19245;245;10.49
19245;245;230.96
25660;246;150.87
25660;246;104.98
25660;246;400.41
25660;246;150.00
25660;246;10.00
25660;246;54.22
25660;246;31.16
25660;246;54.22
25660;246;29.06
25660;246;104.98
25660;246;68.98
25660;246;19.99
25660;246;9.99
33416;246;5.00
33416;246;10.00
33416;246;5.00
33416;246;20.00
33416;246;5.00
33416;246;15.99
33416;246;10.00
33416;246;26.97
33416;246;40.00
33416;246;43.96
33416;246;29.93
33416;246;20.00
33416;246;10.00
33416;246;20.00
33416;246;20.00
33416;246;20.00
33416;246;5.00
124607;246;283.00
124607;246;30.00
124607;246;157.92
124607;246;163.06
124607;246;303.00
124607;246;792.77
124607;246;100.92
124607;246;180.05
124607;246;103.87
124607;246;792.77
124607;246;179.90
124607;246;346.78
124607;246;181.41
124607;246;69.98
124607;246;16.56
124607;246;330.86
124607;246;78.97
124607;246;78.97
124607;246;179.00
125748;246;73.48
125748;246;157.90
125748;246;399.90
125748;246;259.90
125748;246;83.95
125748;246;93.97
125748;246;176.90
125748;246;175.96
125748;246;44.96
125748;246;259.95
129033;246;60.12
129033;246;23.99
129033;246;20.02
129033;246;60.06
129033;246;32.99
129033;246;40.04
129033;246;20.02
129033;246;60.06
129033;246;80.08
129033;246;40.04
129033;246;100.10
129033;246;40.04
129033;246;40.04
129033;246;20.02
129033;246;10.49
129033;246;20.02
129033;246;23.99
129033;246;40.04
129033;246;40.04
129033;246;20.02
129033;246;20.02
129033;246;20.02
129033;246;20.02
129033;246;140.02
129033;246;20.02
129033;246;107.88
129033;246;20.02
129033;246;20.02
129033;246;40.04
129033;246;60.08
129033;246;40.04
129033;246;60.08
129033;246;73.03
129033;246;20.02
129033;246;45.06
129033;246;20.02
129033;246;20.02
129033;246;60.06
129033;246;105.14
129033;246;20.02
129033;246;40.04
129033;246;20.02
129033;246;10.49
129033;246;40.04
129033;246;20.02
129033;246;40.04
129033;246;60.06
129033;246;40.04
129033;246;40.04
129033;246;45.06
129033;246;40.08
129033;246;40.04
129033;246;120.02
129033;246;10.49
129033;246;20.02
129033;246;40.04
129033;246;40.04
129033;246;200.20
129033;246;20.02
129033;246;20.02
129033;246;30.04
129033;246;39.80
129033;246;40.04
129033;246;20.04
129033;246;40.04
129033;246;40.04
129033;246;100.10
129033;246;20.02
129033;246;60.06
129033;246;19.90
129033;246;64.94
129033;246;20.02
129033;246;40.08
129033;246;24.90
129033;246;40.04
129033;246;40.04
129033;246;23.99
129033;246;80.08
129033;246;20.02
129033;246;143.88
129033;246;40.04
129033;246;39.80
129033;246;24.90
129033;246;20.02
129033;246;30.04
129033;246;40.04
129033;246;20.02
129033;246;40.08
129033;246;105.14
129033;246;40.04
129033;246;24.90
22061;277;55.48
22061;277;125.57
22061;277;14.90
22061;277;27.57
22061;277;77.70
22061;277;82.38
22061;277;53.56
22061;277;188.26
22061;277;92.25
22061;277;80.75
22061;277;133.16
22061;277;84.97
22061;277;31.46
22061;277;43.01
22061;277;82.38
22061;277;119.90
22061;277;11.15
25058;277;6.46
25058;277;12.09
25058;277;34.32
25058;277;28.59
25058;277;12.90
25058;277;31.02
25058;277;12.90
25058;277;17.18
25058;277;66.00
25058;277;28.59
25058;277;21.99
25058;277;33.43
25058;277;22.44
25058;277;6.00
25058;277;102.79
25314;277;103.91
25314;277;178.23
25314;277;70.99
25314;277;103.91
25314;277;52.14
25314;277;22.29
25314;277;24.82
25314;277;101.30
25314;277;103.91
25314;277;7.88
25314;277;101.05
25314;277;101.05
25314;277;119.40
25314;277;103.91
25314;277;103.91
25314;277;70.08
25314;277;101.05
25314;277;144.28
25314;277;103.91
25314;277;103.91
25314;277;101.05
25314;277;116.95
25314;277;101.05
25314;277;116.95
25314;277;101.05
25314;277;101.05
25314;277;27.01
25314;277;21.48
25314;277;101.05
25314;277;103.91
25314;277;20.62
25604;277;32.69
25604;277;59.89
25604;277;100.65
25604;277;300.46
25604;277;113.79
25604;277;222.60
25604;277;304.51
25604;277;178.92
25604;277;35.90
25604;277;168.05
25604;277;167.57
25604;277;39.99
25604;277;479.90
33416;277;198.86
33416;277;22.98
33416;277;14.08
33416;277;35.09
33416;277;93.76
33416;277;28.28
33416;277;13.99
33416;277;22.99
33416;277;20.98
33416;277;58.68
33416;277;41.57
33416;277;104.90
33416;277;13.49
33416;277;23.04
33416;277;33.43
33416;277;79.90
33416;277;126.34
33416;277;277.21
33416;277;10.49
33416;277;15.90
33416;277;89.80
33416;277;13.78
35537;277;209.10
35537;277;201.00
35537;277;305.94
35537;277;168.60
35537;277;201.33
35537;277;364.81
35537;277;145.52
35537;277;0.00
35537;277;312.73
35537;277;49.74
35537;277;230.68
35537;277;107.96
35537;277;281.47
35537;277;121.26
35537;277;311.39
35537;277;98.47
35537;277;67.98
35537;277;104.95
35537;277;210.35
35537;277;127.26
35537;277;18.99
37333;277;147.93
37333;277;52.16
37333;277;103.40
37333;277;116.71
37333;277;69.94
37333;277;122.62
37333;277;69.67
37333;277;44.09
37333;277;29.61
37333;277;40.27
37333;277;166.13
37333;277;150.15
37333;277;21.29
37333;277;60.51
44868;277;157.88
44868;277;41.70
44868;277;157.68
44868;277;20.90
44868;277;85.68
44868;277;96.19
44868;277;85.68
44868;277;22.87
44868;277;83.85
44868;277;68.61
44868;277;152.88
44868;277;27.49
44868;277;121.63
44868;277;151.48
125748;277;205.77
125748;277;30.54
125748;277;177.51
125748;277;62.57
125748;277;108.36
125748;277;59.98
125748;277;113.00
125748;277;49.07
125748;277;15.90
125748;277;61.43
125748;277;85.25
125748;277;57.15
125748;277;84.22
125748;277;28.70
125748;277;37.19
125748;277;15.49
125748;277;255.16
125748;277;5.58
128031;277;131.43
128031;277;72.87
128031;277;52.99
128031;277;32.38
128031;277;48.90
128031;277;59.56
128031;277;86.01
128031;277;101.92
128031;277;179.33
128031;277;62.97
128031;277;78.89
128031;277;38.08
128031;277;46.57
128545;277;64.26
128545;277;59.19
128545;277;36.99
128545;277;45.82
128545;277;136.14
128545;277;87.25
128545;277;30.89
128545;277;352.62
128545;277;21.99
128545;277;48.29
128545;277;149.97
128545;277;183.94
129033;277;92.47
129033;277;48.46
129033;277;66.17
129033;277;90.36
129033;277;17.38
129033;277;132.74
129033;277;26.16
129033;277;98.94
129033;277;129.67
129033;277;19.01
129033;277;167.46
129033;277;113.25
129033;277;137.73
136979;277;74.78
136979;277;617.73
136979;277;55.78
136979;277;567.75
136979;277;520.00
136979;277;532.39
136979;277;520.00
136979;277;520.00
136979;277;62.45
136979;277;48.25
136979;277;48.67
136979;277;534.39
136979;277;520.00
136979;277;638.48
14854;286;37.22
14854;286;14.64
14854;286;106.86
14854;286;172.58
14854;286;14.79
14854;286;92.42
14854;286;30.49
14854;286;79.79
14854;286;11.12
14854;286;90.96
14854;286;150.74
14854;286;48.31
14854;286;27.62
14854;286;0.00
14854;286;117.49
14854;286;105.67
14854;286;28.56
14854;286;84.63
14854;286;77.23
14854;286;79.63
14854;286;87.04
16849;286;10.78
16849;286;16.64
16849;286;6.19
16849;286;9.60
16849;286;10.23
16849;286;23.62
16849;286;10.78
16849;286;32.11
16849;286;13.05
16849;286;12.78
16849;286;4.99
16849;286;17.47
16849;286;23.31
16849;286;11.09
16849;286;15.51
16849;286;10.10
16849;286;16.25
16849;286;12.58
16849;286;5.95
16849;286;12.47
16849;286;4.09
16849;286;12.57
16849;286;12.61
19514;286;879.20
19514;286;62.82
19514;286;14.19
19514;286;14.47
19514;286;575.20
19514;286;15.44
19514;286;3.87
19514;286;7.44
19514;286;73.00
19514;286;51.06
19514;286;2.09
19514;286;480.65
19514;286;21.52
19514;286;54.51
19514;286;34.62
19514;286;34.62
19514;286;85.36
19514;286;8.88
19514;286;62.92
19514;286;18.75
19514;286;32.72
19624;286;5.98
19624;286;46.54
19624;286;23.58
19624;286;949.00
19624;286;144.57
19624;286;162.00
19624;286;27.16
19624;286;9.74
19624;286;10.93
19624;286;16.65
19624;286;303.43
19768;286;69.99
19768;286;62.33
19768;286;30.78
19768;286;41.04
19768;286;20.06
19768;286;3.09
19768;286;14.89
19768;286;148.27
19768;286;49.01
19768;286;24.06
19768;286;40.41
19768;286;267.71
20169;286;19.86
20169;286;56.40
20169;286;10.00
20169;286;16.80
20169;286;29.62
20169;286;24.50
20169;286;89.17
20169;286;40.21
20169;286;300.00
20169;286;47.08
20169;286;24.37
20169;286;100.63
20169;286;39.24
20397;286;21.32
20397;286;40.22
20397;286;131.04
20397;286;165.33
20397;286;60.76
20397;286;27.66
20397;286;7.25
20397;286;18.36
20397;286;41.20
20397;286;42.63
20397;286;87.05
20397;286;116.91
20397;286;60.00
20397;286;45.90
20640;286;83.81
20640;286;15.57
20640;286;18.04
20640;286;33.08
20640;286;8.81
20640;286;19.83
20640;286;165.90
20640;286;16.26
20640;286;89.90
20640;286;26.08
20640;286;22.77
20640;286;45.37
21983;286;211.69
21983;286;244.32
21983;286;97.08
21983;286;760.94
21983;286;598.51
21983;286;422.82
21983;286;330.67
21983;286;134.64
21983;286;369.70
21983;286;584.82
21983;286;139.20
21983;286;20.05
21983;286;12.38
21983;286;198.12
21983;286;64.68
21983;286;566.90
21983;286;196.01
21983;286;158.44
21983;286;256.81
21983;286;162.64
21983;286;238.83
21983;286;103.26
21983;286;92.47
21983;286;54.15
24824;286;36.16
24824;286;50.72
24824;286;9.07
24824;286;33.48
24824;286;69.27
24824;286;50.47
24824;286;58.67
24824;286;19.98
24824;286;41.57
24824;286;16.89
24824;286;29.17
24824;286;8.49
24824;286;51.33
24824;286;249.90
24824;286;66.13
24824;286;37.08
24824;286;114.28
24824;286;90.16
24824;286;114.68
24824;286;61.70
24824;286;46.69
24824;286;60.55
24824;286;57.60
24824;286;82.20
24824;286;37.55
24824;286;37.08
24824;286;106.81
24824;286;60.58
24824;286;60.46
24824;286;47.73
24824;286;62.16
24824;286;68.42
24824;286;59.10
24824;286;56.01
24824;286;83.14
24824;286;37.00
24824;286;53.10
24824;286;14.93
24824;286;92.03
24824;286;31.92
24824;286;87.65
24824;286;91.35
24824;286;37.96
24824;286;15.66
24824;286;48.42
24824;286;65.01
24824;286;21.80
24824;286;11.88
24824;286;74.43
24824;286;257.06
24824;286;69.27
24824;286;24.19
24824;286;27.44
24824;286;23.78
24824;286;59.97
24824;286;33.89
24824;286;23.94
24824;286;139.43
24824;286;54.75
24824;286;29.44
24824;286;69.91
24824;286;6.00
24824;286;49.46
24824;286;52.89
24824;286;34.45
24824;286;73.92
24824;286;86.45
24824;286;22.98
24824;286;29.50
24824;286;175.40
24824;286;46.15
24824;286;14.02
24824;286;83.21
24824;286;52.34
24824;286;49.39
24824;286;849.00
24824;286;79.06
24824;286;104.20
24824;286;28.47
24824;286;9.12
24824;286;54.68
24824;286;74.55
24824;286;142.09
24824;286;9.90
24824;286;114.28
24824;286;14.69
24824;286;64.89
24824;286;45.08
24824;286;50.00
24824;286;38.87
24824;286;42.20
24824;286;43.87
24824;286;61.34
24824;286;162.09
24824;286;6.67
24824;286;27.43
24824;286;102.02
24824;286;47.07
24824;286;137.57
24824;286;108.52
24824;286;55.54
24824;286;25.98
24824;286;43.70
24824;286;0.00
24824;286;205.68
24824;286;162.09
24824;286;26.85
24824;286;51.89
24824;286;27.91
24824;286;29.84
24824;286;19.99
24824;286;24.62
24824;286;73.92
24824;286;59.98
24824;286;58.99
24824;286;6.22
24824;286;37.52
24824;286;28.44
24824;286;47.87
24824;286;10.00
24824;286;92.81
24824;286;92.71
24824;286;79.99
24824;286;22.75
24824;286;95.03
24824;286;37.08
24824;286;78.32
24824;286;18.35
24824;286;39.84
24824;286;15.13
24824;286;83.70
24824;286;66.96
24824;286;23.16
24824;286;87.37
24824;286;140.88
24824;286;64.16
24824;286;43.76
24824;286;27.22
24824;286;114.28
24824;286;60.56
24824;286;48.72
24824;286;42.84
24824;286;64.05
24824;286;53.42
24824;286;30.68
24824;286;18.57
24824;286;8.97
24824;286;98.18
24824;286;65.57
24824;286;38.13
24824;286;140.44
24824;286;65.73
24824;286;20.22
24824;286;219.92
24824;286;59.42
24824;286;89.88
24824;286;54.75
24824;286;61.70
24824;286;85.65
24824;286;62.00
24824;286;40.12
24824;286;101.06
24824;286;26.56
24824;286;18.62
24824;286;11.88
24824;286;219.92
24824;286;54.24
24824;286;20.43
24824;286;145.09
24824;286;36.45
24824;286;77.54
24824;286;1889.00
24824;286;53.53
24824;286;23.72
24824;286;22.84
24824;286;81.50
24824;286;26.00
24824;286;81.88
24824;286;143.52
24824;286;137.43
24824;286;41.63
24824;286;19.98
24824;286;80.95
24824;286;71.65
24824;286;24.21
24824;286;11.99
24824;286;40.93
24824;286;64.44
24824;286;45.50
24824;286;74.06
24824;286;36.72
24824;286;34.35
24824;286;9.86
24824;286;99.38
24824;286;85.54
24824;286;31.01
24824;286;100.27
24824;286;92.81
24824;286;40.19
24824;286;119.90
24824;286;15.09
24824;286;20.89
24824;286;316.94
24824;286;21.70
24824;286;34.05
24824;286;63.36
24824;286;47.25
24824;286;28.17
24824;286;44.82
24824;286;73.50
24824;286;80.25
24824;286;57.15
24824;286;99.03
24824;286;105.71
24824;286;49.11
25058;286;19.90
25058;286;98.46
25058;286;44.49
25058;286;14.60
25058;286;13.89
25058;286;58.37
25058;286;90.88
25058;286;36.69
25058;286;17.80
25058;286;53.28
25058;286;214.98
25058;286;87.59
25058;286;16.61
25058;286;21.16
25058;286;55.59
25058;286;66.96
25058;286;16.61
25058;286;79.97
25058;286;9.88
25058;286;45.89
25058;286;17.88
25058;286;22.68
25058;286;64.91
25058;286;37.92
25058;286;32.24
25058;286;10.61
25058;286;119.78
25058;286;66.51
25058;286;118.83
25058;286;79.54
25058;286;31.40
25058;286;35.23
25058;286;22.06
25058;286;106.17
25058;286;120.12
25058;286;35.91
25058;286;33.60
25058;286;64.38
25058;286;43.80
25058;286;19.30
25058;286;65.78
25058;286;19.26
25058;286;41.86
25058;286;52.68
25058;286;14.97
25058;286;21.80
25058;286;24.29
25058;286;24.54
25058;286;50.14
25058;286;20.38
25058;286;101.69
25058;286;120.40
25058;286;20.02
25058;286;112.33
25058;286;25.90
25058;286;23.69
25058;286;87.74
25058;286;57.15
25058;286;19.65
25058;286;50.26
25058;286;35.71
25058;286;28.64
25058;286;113.22
25058;286;71.15
25058;286;34.99
25058;286;37.21
25058;286;52.64
25058;286;20.69
25058;286;17.15
25058;286;32.00
25058;286;98.02
25058;286;38.63
25058;286;40.35
25058;286;66.14
25058;286;55.67
25058;286;50.63
25058;286;10.00
25058;286;21.82
25058;286;0.00
25058;286;75.10
25058;286;37.42
25058;286;79.54
25058;286;262.39
25058;286;97.05
25058;286;1399.00
25058;286;35.91
25058;286;45.27
25058;286;28.60
25058;286;89.48
25058;286;53.28
25058;286;88.12
25058;286;28.32
25058;286;20.89
25058;286;15.40
25058;286;284.94
25058;286;69.27
25058;286;78.64
25058;286;61.78
25058;286;128.01
25058;286;29.77
25058;286;33.44
25058;286;141.10
25058;286;51.97
25058;286;51.97
25058;286;110.90
25058;286;129.70
25058;286;63.17
25058;286;4.47
25058;286;141.10
25058;286;168.81
25058;286;40.66
25058;286;38.78
25058;286;82.92
25058;286;50.61
25058;286;22.32
25058;286;66.66
25058;286;1399.00
25058;286;194.58
25058;286;147.23
25058;286;149.63
25058;286;11.33
25058;286;137.05
25058;286;70.01
25058;286;187.97
25058;286;175.37
25058;286;23.87
25077;286;143.07
25077;286;216.73
25077;286;18.59
25077;286;31.94
25077;286;22.30
25077;286;24.79
25077;286;185.55
25077;286;114.50
25077;286;246.61
25077;286;85.43
25077;286;185.55
25077;286;114.68
25077;286;37.26
25077;286;51.88
25077;286;56.70
25077;286;323.87
25077;286;143.07
25077;286;174.44
25077;286;249.00
25077;286;174.44
25077;286;189.90
25077;286;190.78
25077;286;111.14
25077;286;207.39
25077;286;230.37
25077;286;217.86
25077;286;181.55
25077;286;273.24
25077;286;50.73
25077;286;128.05
25077;286;6.46
25077;286;57.87
25077;286;8.83
25077;286;234.50
25077;286;145.38
25077;286;199.90
25077;286;133.80
25077;286;61.44
25077;286;15.00
25077;286;113.22
25314;286;169.08
25314;286;45.53
25314;286;67.58
25314;286;100.26
25314;286;20.97
25314;286;188.54
25314;286;62.32
25314;286;53.70
25314;286;53.88
25314;286;259.00
25314;286;91.15
25314;286;60.71
25314;286;20.40
25314;286;54.75
25314;286;33.54
25314;286;152.20
25314;286;102.00
25314;286;127.92
25314;286;102.00
25314;286;47.62
25314;286;98.94
25314;286;90.32
25314;286;20.89
25314;286;106.47
25314;286;31.08
25314;286;23.53
25314;286;103.83
25314;286;153.53
25314;286;47.41
25314;286;40.36
25314;286;1699.99
25314;286;64.62
25314;286;92.78
25314;286;141.97
25314;286;66.74
25314;286;100.00
25314;286;22.87
25314;286;64.56
25314;286;194.80
25314;286;41.66
25314;286;127.38
25314;286;35.99
25314;286;74.15
25314;286;139.61
25314;286;29.31
25314;286;127.49
25314;286;63.92
25314;286;165.15
25314;286;31.36
25314;286;52.45
25314;286;104.80
25314;286;39.50
25314;286;147.50
25314;286;269.13
25314;286;44.80
25314;286;62.37
25314;286;51.97
25314;286;50.00
25314;286;53.74
25314;286;46.49
25314;286;53.88
25314;286;143.36
25314;286;108.96
25314;286;43.60
25314;286;41.45
25314;286;39.35
25314;286;23.48
25314;286;31.36
25314;286;186.01
25314;286;96.71
25314;286;84.72
